base,ligand,aryl_halide,additive
BTMG,XPhos,1-bromo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,1-iodo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,1-chloro-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,1-bromo-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,1-ethyl-4-iodobenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,2-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,2-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,2-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,3-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,3-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,3-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,XPhos,None,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-chloro-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-bromo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-iodo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-chloro-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-bromo-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,1-ethyl-4-iodobenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,2-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,2-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,2-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,3-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,3-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,3-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,XPhos,None,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,2-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,2-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,2-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,3-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,3-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,3-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,None,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,2-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,2-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,2-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,3-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,3-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,3-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuXPhos,None,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,2-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,2-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,2-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,3-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,3-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,3-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuXPhos,None,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,2-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,2-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,2-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,3-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,3-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,3-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,None,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,2-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,2-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,2-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,3-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,3-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,3-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
BTMG,t-BuXPhos,None,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,2-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,2-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,2-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,3-chloropyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,3-bromopyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,3-iodopyridine,"N,N-dibenzylisoxazol-5-amine"
MTBD,t-BuXPhos,None,"N,N-dibenzylisoxazol-5-amine"
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,2-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,2-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,2-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,3-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,3-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,3-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,None,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,2-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,2-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,2-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,3-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,3-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,3-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
BTMG,t-BuXPhos,None,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,2-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,2-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,2-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,3-chloropyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,3-bromopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,3-iodopyridine,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
MTBD,t-BuXPhos,None,5-methyl-3-(1H-pyrrol-1-yl)isoxazole
P2Et,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-chloro-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-bromo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-iodo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-chloro-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-bromo-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,1-ethyl-4-iodobenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,2-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,2-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,2-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,3-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,3-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,3-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuXPhos,None,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-chloro-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-bromo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-iodo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-chloro-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-bromo-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,1-ethyl-4-iodobenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,2-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,2-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,2-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,3-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,3-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,3-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
BTMG,t-BuXPhos,None,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-iodo-4-methoxybenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-chloro-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-bromo-4-ethylbenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,1-ethyl-4-iodobenzene,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,2-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,2-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,2-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,3-chloropyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,3-bromopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,3-iodopyridine,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
MTBD,t-BuXPhos,None,methyl-5-(thiophen-2-yl)isoxazole-3-carboxylate
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,2-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,2-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,2-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,3-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,3-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,3-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
P2Et,t-BuBrettPhos,None,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,2-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,2-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,2-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,3-chloropyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,3-bromopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,3-iodopyridine,"5-(2,6-difluorophenyl)isoxazole"
BTMG,t-BuBrettPhos,None,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,"5-(2,6-difluorophenyl)isoxazole"
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,"5-(2,6-difluorophenyl)isoxazole"
