base,ligand,aryl_halide,additive,yield
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methoxyisoxazole-5-carboxylate,62.03548199
BTMG,t-BuBrettPhos,2-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,55.58164705
BTMG,t-BuBrettPhos,2-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,56.60877307
BTMG,t-BuBrettPhos,2-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,69.52780108
BTMG,t-BuBrettPhos,3-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,2.7908224180000003
BTMG,t-BuBrettPhos,3-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,55.60412419
BTMG,t-BuBrettPhos,3-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,65.50667277
BTMG,t-BuBrettPhos,None,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,3.638207936
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,35.20060583
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,40.48594286
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,31.9378098
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,49.97942971
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,4.04132523
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,55.23935567
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methoxyisoxazole-5-carboxylate,71.83207772
MTBD,t-BuBrettPhos,2-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,71.00136701
MTBD,t-BuBrettPhos,2-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,80.78104004
MTBD,t-BuBrettPhos,2-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,91.13914928
MTBD,t-BuBrettPhos,3-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,2.354282195
MTBD,t-BuBrettPhos,3-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,72.70181754
MTBD,t-BuBrettPhos,3-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,81.99763098
MTBD,t-BuBrettPhos,None,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,1.2229069259999998
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,24.60563466
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,33.55651029
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,3-methyl-5-phenylisoxazole,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,3-methyl-5-phenylisoxazole,46.67086698
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,3-methyl-5-phenylisoxazole,49.72808893
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,3-methyl-5-phenylisoxazole,7.810317962999999
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,3-methyl-5-phenylisoxazole,64.56169067
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,3-methyl-5-phenylisoxazole,69.13688603
P2Et,t-BuBrettPhos,2-chloropyridine,3-methyl-5-phenylisoxazole,80.28534176
P2Et,t-BuBrettPhos,2-bromopyridine,3-methyl-5-phenylisoxazole,77.62777181
P2Et,t-BuBrettPhos,2-iodopyridine,3-methyl-5-phenylisoxazole,82.33244396
P2Et,t-BuBrettPhos,3-chloropyridine,3-methyl-5-phenylisoxazole,0.0
P2Et,t-BuBrettPhos,3-bromopyridine,3-methyl-5-phenylisoxazole,35.33291059
P2Et,t-BuBrettPhos,3-iodopyridine,3-methyl-5-phenylisoxazole,55.96628365
P2Et,t-BuBrettPhos,None,3-methyl-5-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,13.70204119
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,37.08529427
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,36.0162633
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,3-methyl-5-phenylisoxazole,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,3-methyl-5-phenylisoxazole,34.74723042
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,3-methyl-5-phenylisoxazole,40.08752213
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,3-methyl-5-phenylisoxazole,4.7108856
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,3-methyl-5-phenylisoxazole,59.00727735
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,3-methyl-5-phenylisoxazole,60.61766338
BTMG,t-BuBrettPhos,2-chloropyridine,3-methyl-5-phenylisoxazole,56.33395035
BTMG,t-BuBrettPhos,2-bromopyridine,3-methyl-5-phenylisoxazole,60.94658978
BTMG,t-BuBrettPhos,2-iodopyridine,3-methyl-5-phenylisoxazole,63.37225968
BTMG,t-BuBrettPhos,3-chloropyridine,3-methyl-5-phenylisoxazole,8.39178019
BTMG,t-BuBrettPhos,3-bromopyridine,3-methyl-5-phenylisoxazole,56.79309437
BTMG,t-BuBrettPhos,3-iodopyridine,3-methyl-5-phenylisoxazole,61.57150807
BTMG,t-BuBrettPhos,None,3-methyl-5-phenylisoxazole,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,11.32681683
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,38.5374711
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,41.728023
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,3-methyl-5-phenylisoxazole,0.0
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,3-methyl-5-phenylisoxazole,46.19860459
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,3-methyl-5-phenylisoxazole,49.53018855
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,3-methyl-5-phenylisoxazole,4.961974313
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,3-methyl-5-phenylisoxazole,70.71411309999999
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,3-methyl-5-phenylisoxazole,71.82751675
MTBD,t-BuBrettPhos,2-chloropyridine,3-methyl-5-phenylisoxazole,86.6996801
MTBD,t-BuBrettPhos,2-bromopyridine,3-methyl-5-phenylisoxazole,84.33974431
MTBD,t-BuBrettPhos,2-iodopyridine,3-methyl-5-phenylisoxazole,89.12987666
MTBD,t-BuBrettPhos,3-chloropyridine,3-methyl-5-phenylisoxazole,6.458217991000001
MTBD,t-BuBrettPhos,3-bromopyridine,3-methyl-5-phenylisoxazole,76.47373216
MTBD,t-BuBrettPhos,3-iodopyridine,3-methyl-5-phenylisoxazole,83.59935968
MTBD,t-BuBrettPhos,None,3-methyl-5-phenylisoxazole,0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",14.29478531
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",28.32846401
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",36.31466019
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",7.206982067
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",57.87284649
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",60.98476598
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",9.444894792
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",65.10791868
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-3-amine",72.37220718
P2Et,t-BuBrettPhos,2-chloropyridine,"N,N-dibenzylisoxazol-3-amine",78.76794462
P2Et,t-BuBrettPhos,2-bromopyridine,"N,N-dibenzylisoxazol-3-amine",77.82985513
P2Et,t-BuBrettPhos,2-iodopyridine,"N,N-dibenzylisoxazol-3-amine",79.30639259
P2Et,t-BuBrettPhos,3-chloropyridine,"N,N-dibenzylisoxazol-3-amine",6.010382761
P2Et,t-BuBrettPhos,3-bromopyridine,"N,N-dibenzylisoxazol-3-amine",37.26514805
P2Et,t-BuBrettPhos,3-iodopyridine,"N,N-dibenzylisoxazol-3-amine",54.37431586
P2Et,t-BuBrettPhos,None,"N,N-dibenzylisoxazol-3-amine",0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",27.94500953
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",36.81475234
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",36.76661903
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",39.97323526
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",57.13220837
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",60.30536067
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",7.74850436
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",57.978130799999995
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-3-amine",66.51493362
BTMG,t-BuBrettPhos,2-chloropyridine,"N,N-dibenzylisoxazol-3-amine",58.92871095
BTMG,t-BuBrettPhos,2-bromopyridine,"N,N-dibenzylisoxazol-3-amine",59.21092574
BTMG,t-BuBrettPhos,2-iodopyridine,"N,N-dibenzylisoxazol-3-amine",60.412252
BTMG,t-BuBrettPhos,3-chloropyridine,"N,N-dibenzylisoxazol-3-amine",32.73462184
BTMG,t-BuBrettPhos,3-bromopyridine,"N,N-dibenzylisoxazol-3-amine",59.47851607
BTMG,t-BuBrettPhos,3-iodopyridine,"N,N-dibenzylisoxazol-3-amine",64.00575958
BTMG,t-BuBrettPhos,None,"N,N-dibenzylisoxazol-3-amine",0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",29.60669897
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",38.03109863
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,"N,N-dibenzylisoxazol-3-amine",41.71330917
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",41.98383636
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",67.81431274
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,"N,N-dibenzylisoxazol-3-amine",65.94429183
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",12.64243358
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,"N,N-dibenzylisoxazol-3-amine",74.21032846
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,"N,N-dibenzylisoxazol-3-amine",75.06056887
MTBD,t-BuBrettPhos,2-chloropyridine,"N,N-dibenzylisoxazol-3-amine",90.99050642
MTBD,t-BuBrettPhos,2-bromopyridine,"N,N-dibenzylisoxazol-3-amine",84.34096533
MTBD,t-BuBrettPhos,2-iodopyridine,"N,N-dibenzylisoxazol-3-amine",88.72522624
MTBD,t-BuBrettPhos,3-chloropyridine,"N,N-dibenzylisoxazol-3-amine",36.05104123
MTBD,t-BuBrettPhos,3-bromopyridine,"N,N-dibenzylisoxazol-3-amine",77.28415340000001
MTBD,t-BuBrettPhos,3-iodopyridine,"N,N-dibenzylisoxazol-3-amine",85.60572483
MTBD,t-BuBrettPhos,None,"N,N-dibenzylisoxazol-3-amine",0.0
P2Et,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,1.637827855
P2Et,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,27.00233561
P2Et,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,31.38632484
P2Et,t-BuBrettPhos,1-chloro-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
P2Et,t-BuBrettPhos,1-bromo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,38.20230031
P2Et,t-BuBrettPhos,1-iodo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,39.32745332
P2Et,t-BuBrettPhos,1-chloro-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,4.950264204
P2Et,t-BuBrettPhos,1-bromo-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,63.52683766
P2Et,t-BuBrettPhos,1-ethyl-4-iodobenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,64.23525691
P2Et,t-BuBrettPhos,2-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,75.99606764
P2Et,t-BuBrettPhos,2-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,73.60085469
P2Et,t-BuBrettPhos,2-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,77.54678733
P2Et,t-BuBrettPhos,3-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.970209889
P2Et,t-BuBrettPhos,3-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,45.30338681
P2Et,t-BuBrettPhos,3-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,49.87050942
P2Et,t-BuBrettPhos,None,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
BTMG,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,5.265059572
BTMG,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,36.39098731
BTMG,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,36.44138063
BTMG,t-BuBrettPhos,1-chloro-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
BTMG,t-BuBrettPhos,1-bromo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,35.28694368
BTMG,t-BuBrettPhos,1-iodo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,42.09555031
BTMG,t-BuBrettPhos,1-chloro-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,3.678633066
BTMG,t-BuBrettPhos,1-bromo-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,50.63065751
BTMG,t-BuBrettPhos,1-ethyl-4-iodobenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,61.65083258
BTMG,t-BuBrettPhos,2-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,52.72286451
BTMG,t-BuBrettPhos,2-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,62.07451283
BTMG,t-BuBrettPhos,2-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,61.80067802
BTMG,t-BuBrettPhos,3-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,3.0359005960000003
BTMG,t-BuBrettPhos,3-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,58.2347243
BTMG,t-BuBrettPhos,3-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,66.48281999
BTMG,t-BuBrettPhos,None,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
MTBD,t-BuBrettPhos,1-chloro-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,4.477162725
MTBD,t-BuBrettPhos,1-bromo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,37.34827699
MTBD,t-BuBrettPhos,1-iodo-4-(trifluoromethyl)benzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,41.73289196
MTBD,t-BuBrettPhos,1-chloro-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
MTBD,t-BuBrettPhos,1-bromo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,37.72387007
MTBD,t-BuBrettPhos,1-iodo-4-methoxybenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,49.04564688
MTBD,t-BuBrettPhos,1-chloro-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,4.390150349
MTBD,t-BuBrettPhos,1-bromo-4-ethylbenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,57.96795904
MTBD,t-BuBrettPhos,1-ethyl-4-iodobenzene,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,73.57415684
MTBD,t-BuBrettPhos,2-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,74.69880742
MTBD,t-BuBrettPhos,2-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,87.52908706
MTBD,t-BuBrettPhos,2-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,89.61417594
MTBD,t-BuBrettPhos,3-chloropyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,2.405254053
MTBD,t-BuBrettPhos,3-bromopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,77.09161451
MTBD,t-BuBrettPhos,3-iodopyridine,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,83.01646677
MTBD,t-BuBrettPhos,None,methyl-5-(furan-2-yl)isoxazole-3-carboxylate,0.0
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,6.891124522
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,24.99527669
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,37.54624547
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.7063810420000001
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,42.52691913
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,47.95299992
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,2.294941324
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,62.78571552
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methoxyisoxazole-5-carboxylate,69.97034068
P2Et,AdBrettPhos,2-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,74.06067797
P2Et,AdBrettPhos,2-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,77.51023369
P2Et,AdBrettPhos,2-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,80.90631241
P2Et,AdBrettPhos,3-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,8.332944957
P2Et,AdBrettPhos,3-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,47.89881593
P2Et,AdBrettPhos,3-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,61.03423565
P2Et,AdBrettPhos,None,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,3.42165598
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,26.24845362
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,39.43512545
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,23.50114845
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,39.99682926
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.695599064
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,39.03126202
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methoxyisoxazole-5-carboxylate,61.69857953
BTMG,AdBrettPhos,2-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,27.69709095
BTMG,AdBrettPhos,2-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,36.62142901
BTMG,AdBrettPhos,2-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,45.52130306
BTMG,AdBrettPhos,3-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,2.7825481689999996
BTMG,AdBrettPhos,3-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,53.27735781
BTMG,AdBrettPhos,3-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,64.8702395
BTMG,AdBrettPhos,None,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
MTBD,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,3.3828055939999997
MTBD,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,31.53029931
MTBD,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methoxyisoxazole-5-carboxylate,45.77926691
MTBD,AdBrettPhos,1-chloro-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
MTBD,AdBrettPhos,1-bromo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,32.33228249
MTBD,AdBrettPhos,1-iodo-4-methoxybenzene,ethyl-3-methoxyisoxazole-5-carboxylate,49.75811265
MTBD,AdBrettPhos,1-chloro-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,0.665471445
MTBD,AdBrettPhos,1-bromo-4-ethylbenzene,ethyl-3-methoxyisoxazole-5-carboxylate,50.28049867
MTBD,AdBrettPhos,1-ethyl-4-iodobenzene,ethyl-3-methoxyisoxazole-5-carboxylate,75.02467082
MTBD,AdBrettPhos,2-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,52.59936901
MTBD,AdBrettPhos,2-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,74.31911492
MTBD,AdBrettPhos,2-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,92.11972779
MTBD,AdBrettPhos,3-chloropyridine,ethyl-3-methoxyisoxazole-5-carboxylate,2.135901423
MTBD,AdBrettPhos,3-bromopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,64.185973
MTBD,AdBrettPhos,3-iodopyridine,ethyl-3-methoxyisoxazole-5-carboxylate,85.22067267
MTBD,AdBrettPhos,None,ethyl-3-methoxyisoxazole-5-carboxylate,0.0
P2Et,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,0.552049908
P2Et,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,15.46929664
P2Et,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,29.68665622
P2Et,AdBrettPhos,1-chloro-4-methoxybenzene,3-methyl-5-phenylisoxazole,0.0
P2Et,AdBrettPhos,1-bromo-4-methoxybenzene,3-methyl-5-phenylisoxazole,42.07740888
P2Et,AdBrettPhos,1-iodo-4-methoxybenzene,3-methyl-5-phenylisoxazole,50.20384511
P2Et,AdBrettPhos,1-chloro-4-ethylbenzene,3-methyl-5-phenylisoxazole,0.0
P2Et,AdBrettPhos,1-bromo-4-ethylbenzene,3-methyl-5-phenylisoxazole,63.12102891
P2Et,AdBrettPhos,1-ethyl-4-iodobenzene,3-methyl-5-phenylisoxazole,67.79255716
P2Et,AdBrettPhos,2-chloropyridine,3-methyl-5-phenylisoxazole,74.22961906
P2Et,AdBrettPhos,2-bromopyridine,3-methyl-5-phenylisoxazole,75.06901133
P2Et,AdBrettPhos,2-iodopyridine,3-methyl-5-phenylisoxazole,83.08232968
P2Et,AdBrettPhos,3-chloropyridine,3-methyl-5-phenylisoxazole,0.0
P2Et,AdBrettPhos,3-bromopyridine,3-methyl-5-phenylisoxazole,22.62644976
P2Et,AdBrettPhos,3-iodopyridine,3-methyl-5-phenylisoxazole,62.72600186
P2Et,AdBrettPhos,None,3-methyl-5-phenylisoxazole,0.0
BTMG,AdBrettPhos,1-chloro-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,8.178111662000001
BTMG,AdBrettPhos,1-bromo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,33.60174029
BTMG,AdBrettPhos,1-iodo-4-(trifluoromethyl)benzene,3-methyl-5-phenylisoxazole,39.12761896
BTMG,AdBrettPhos,1-chloro-4-methoxybenzene,3-methyl-5-phenylisoxazole,0.0
BTMG,AdBrettPhos,1-bromo-4-methoxybenzene,3-methyl-5-phenylisoxazole,32.36655355
BTMG,AdBrettPhos,1-iodo-4-methoxybenzene,3-methyl-5-phenylisoxazole,40.59375347
BTMG,AdBrettPhos,1-chloro-4-ethylbenzene,3-methyl-5-phenylisoxazole,0.817066768
BTMG,AdBrettPhos,1-bromo-4-ethylbenzene,3-methyl-5-phenylisoxazole,50.58160419
BTMG,AdBrettPhos,1-ethyl-4-iodobenzene,3-methyl-5-phenylisoxazole,63.72449893
BTMG,AdBrettPhos,2-chloropyridine,3-methyl-5-phenylisoxazole,33.94683682
BTMG,AdBrettPhos,2-bromopyridine,3-methyl-5-phenylisoxazole,41.28086675
